img_file,predicted_class,probabilities
9e34ac64-2de8-4d6b-8751-c45b40181227.png,sharp,"[0.002229229314252734, 0.9977707862854004]"
7e86e00f-e22f-4b91-804c-4097bd5e1c21.png,blurred,"[0.5796842575073242, 0.4203157424926758]"
3e23c58f-4395-46a6-82cf-6c8318740eb2.png,sharp,"[0.00026115469518117607, 0.999738872051239]"
ce340f85-1e6b-4c01-9bc0-7707ba8aa760.png,blurred,"[0.624442458152771, 0.3755575716495514]"
a87d9e72-f630-4125-bd78-27da72bb06e9.png,sharp,"[0.05404135584831238, 0.9459586143493652]"
e3aefe28-fc34-4794-b04c-09f19d57381a.png,sharp,"[0.4737299680709839, 0.5262699723243713]"
35636f66-62de-4466-85b7-d5ad9038c697.png,sharp,"[0.14386342465877533, 0.8561366200447083]"
2616d8c9-e2d6-4e9f-9895-275c04b482f8.png,blurred,"[0.8822780847549438, 0.11772193759679794]"
4c974973-e849-4ec2-a400-b45414add91e.png,sharp,"[0.16070720553398132, 0.8392927646636963]"
143d52eb-f3fc-4437-9ecf-df46c0ecede3.png,blurred,"[0.9696746468544006, 0.030325356870889664]"
9864ad34-0a34-45be-9030-aa6ccc07eb48.png,blurred,"[0.5387277603149414, 0.4612722396850586]"
8827a7cf-ebc5-40b4-9059-a2d9344b0590.png,sharp,"[0.002420497126877308, 0.9975795149803162]"
a30df7ca-4061-4f70-80be-74bb2b3c6e58.png,sharp,"[0.481772780418396, 0.5182272791862488]"
895f18d3-8622-4b3a-ac8e-855555e1e5bb.png,blurred,"[0.6959918737411499, 0.3040081262588501]"
467c53c1-da7e-4a0d-af0e-da366d496b7d.png,sharp,"[0.15972571074962616, 0.8402743339538574]"
5864eb94-96b0-47dd-86a1-fcc74496923d.png,sharp,"[0.2985602915287018, 0.7014397382736206]"
27a4b08d-a766-437f-9ea6-11c38c46e7bd.png,blurred,"[0.7574530839920044, 0.24254697561264038]"
3bd24818-b91f-4274-a70b-4183c0551a7c.png,sharp,"[0.07013716548681259, 0.9298628568649292]"
3da4f980-11f5-423a-952f-0639f6a37c65.png,blurred,"[0.8475962281227112, 0.1524038314819336]"
b3865fdf-9b12-499a-8511-3a9e6035457d.png,blurred,"[0.5565391778945923, 0.4434608519077301]"
dd17f27d-170b-4e91-8994-64e555d420ed.png,sharp,"[0.017885806038975716, 0.9821142554283142]"
4a2d964a-f415-409e-9e2a-062ec2907228.png,sharp,"[0.05907689407467842, 0.9409230947494507]"
388e9385-a567-4850-b2b7-512bd09bf7ef.png,blurred,"[0.9316626191139221, 0.06833735853433609]"
05d6f9d0-20c7-434c-b1fe-9223423b7c9e.png,sharp,"[0.05876478925347328, 0.9412351846694946]"
2e64f863-a4bc-44c4-8eec-e98d2dc34ae8.png,blurred,"[0.9020377993583679, 0.0979621559381485]"
7361375e-daae-41e7-b7f0-2426014482d3.png,blurred,"[0.9976423382759094, 0.0023576081730425358]"
c44b4f3a-0e93-4060-b660-b9f49c8596bf.png,sharp,"[0.015540030784904957, 0.9844599962234497]"
58ec42d1-2f29-48ee-8bfa-8e114a623fee.png,blurred,"[0.7623727917671204, 0.23762725293636322]"
88849a54-5d1f-425c-b1bf-597ac39bffa6.png,blurred,"[0.9839232563972473, 0.01607670821249485]"
89dda7b8-33c0-4416-8d47-7de7349cbf26.png,sharp,"[5.933999318585848e-07, 0.9999994039535522]"
cf8176bb-8a13-4d8a-905a-8bd088c22bc7.png,sharp,"[0.03874725475907326, 0.9612528085708618]"
f935410f-032c-4c26-89b3-fcf8cdc4dd28.png,sharp,"[0.0026578560937196016, 0.9973421692848206]"
ffd62a2b-49ff-4013-8d11-756a3f6d3c83.png,blurred,"[0.882692277431488, 0.11730766296386719]"
fd4c6749-b521-4b22-9a80-52b2218b11be.png,sharp,"[0.01599109172821045, 0.9840089082717896]"
175ae1b1-fa2d-4437-affe-a4f69d6cfae5.png,sharp,"[0.12017017602920532, 0.8798298239707947]"
82a29b2a-f9b0-4e95-97d8-eee30d2ed738.png,sharp,"[0.32991859316825867, 0.670081377029419]"
37b2c934-abc6-4969-be81-6ac3e27b2f72.png,sharp,"[0.046111881732940674, 0.9538880586624146]"
a9394b80-0a54-408c-b784-04cb71db23c1.png,sharp,"[0.3744400143623352, 0.6255599856376648]"
3f4b6ee3-0470-4733-a380-43394fa8f188.png,blurred,"[0.6246421933174133, 0.37535780668258667]"
3685eeeb-73dd-4dc0-a725-6beb12246608.png,sharp,"[0.009194762445986271, 0.9908052682876587]"
a397ce28-009e-48a9-ad4f-317864c1e82d.png,blurred,"[0.8772609829902649, 0.12273906171321869]"
fce52d46-e2b4-4e03-a05a-8ac74700f990.png,sharp,"[0.054984863847494125, 0.9450150728225708]"
7ae851ea-5dc1-4d64-b997-13d608ebac0d.png,sharp,"[0.28663960099220276, 0.7133604288101196]"
b4d36a3b-67c8-410f-90ac-2da0e8d98b13.png,blurred,"[0.5563923716545105, 0.4436076283454895]"
0c8c2a10-8ec1-4adb-8899-f58a875ee6ac.png,blurred,"[0.9847723245620728, 0.015227670781314373]"
373cb85c-6175-4bbb-8049-de4ec38d28da.png,blurred,"[0.5436093211174011, 0.4563906490802765]"
d34b890b-a250-47e7-abf5-18996b5c9030.png,blurred,"[0.9975848197937012, 0.0024151925463229418]"
c336a30f-ba6e-48f9-9bd9-3c22bb65f1aa.png,sharp,"[0.00018408327014185488, 0.9998160004615784]"
03681aba-e4e6-451a-b439-1c326b2bea23.png,sharp,"[0.19420142471790314, 0.8057985901832581]"
f2a3d768-757b-418d-8d09-d25e5c80b6e0.png,sharp,"[1.3725395547226071e-05, 0.9999862909317017]"
cd7cf2b7-8e03-49a5-996d-cf6470bfa82b.png,sharp,"[0.30721768736839294, 0.6927823424339294]"
38088ca8-ffb6-41c6-8bbe-2d1b65b5afdf.png,sharp,"[0.00043547272798605263, 0.9995644688606262]"
635b7ca9-e21b-46e6-9103-050487f799fd.png,sharp,"[0.06992671638727188, 0.9300732612609863]"
940d2e37-cf6c-4389-b66e-781c07d93416.png,sharp,"[0.0002031482435995713, 0.9997969269752502]"
4af59551-86a6-4218-9388-a13858687de6.png,blurred,"[0.9144257307052612, 0.08557426929473877]"
648b397b-7abf-4a57-84b3-a37285ff2c90.png,blurred,"[0.9805788397789001, 0.019421176984906197]"
f8e47ac1-cb78-402e-948a-856307310e05.png,blurred,"[0.7287026047706604, 0.271297425031662]"
d91304f6-b121-417e-86a4-f7da917e48f7.png,sharp,"[0.043586365878582, 0.9564135670661926]"
6ddb3cad-d034-4700-9652-671141806388.png,sharp,"[0.006117497105151415, 0.9938825368881226]"
9a2510cf-56d4-4393-9737-a40b4d092873.png,blurred,"[0.9997567534446716, 0.00024328527797479182]"
0fd8abef-8d9f-46fb-9574-9c3d63520eea.png,blurred,"[0.9885876178741455, 0.011412318795919418]"
b66535f6-ba14-4ab1-8447-f17822917a3e.png,sharp,"[0.08945424854755402, 0.9105457067489624]"
4856e78c-ac82-45b2-ba42-68ca29c365fa.png,sharp,"[0.256523996591568, 0.7434759736061096]"
553d25b1-25ec-47ac-8504-340f9b823d13.png,sharp,"[0.24729642271995544, 0.7527035474777222]"
f14f15b8-3066-43bb-b2b4-1baadd090f64.png,sharp,"[0.03569495677947998, 0.96430504322052]"
720a066f-64ec-42d8-ad4c-fd073a705716.png,blurred,"[0.8782702684402466, 0.12172969430685043]"
7f3ae989-3b05-41bd-b9f3-b6a853463a9b.png,blurred,"[0.6993356347084045, 0.30066436529159546]"
b2de057b-b0ee-4c68-a21d-513a5dfcde4f.png,sharp,"[0.4209020733833313, 0.5790979862213135]"
566a21e8-1147-4955-9eec-140195649622.png,blurred,"[0.8953001499176025, 0.10469984263181686]"
70c72be1-6966-4401-b893-001fc5bacd1a.png,sharp,"[9.847166802501306e-05, 0.999901533126831]"
0c597066-734e-4572-9da0-d8c8a5f5306b.png,sharp,"[4.055944737046957e-05, 0.9999594688415527]"
e9d20ce5-ce06-43f6-b637-9619ec26f32c.png,sharp,"[0.004562322050333023, 0.9954376816749573]"
5f32335d-e2e5-449e-8667-3e838e18b37d.png,sharp,"[0.07841498404741287, 0.9215850234031677]"
4a49bdaf-fdce-4f6f-abf3-e607f73de048.png,blurred,"[0.5049475431442261, 0.49505242705345154]"
0459ac5f-7b5e-478a-a7a3-2a91396e22db.png,blurred,"[0.9960412979125977, 0.003958697896450758]"
418523af-080d-42bd-ac67-41fb0ace1ed5.png,sharp,"[0.00938901025801897, 0.9906110167503357]"
7d13c397-75e7-4e18-a50b-c663248de0ec.png,blurred,"[0.9990584254264832, 0.0009415662498213351]"
e60e674a-349e-4ec7-9b1d-ba33a6ee7a61.png,sharp,"[0.03278128802776337, 0.9672187566757202]"
94b6fdc0-99b6-4721-a9c1-8836832cb906.png,blurred,"[0.9297600984573364, 0.07023988664150238]"
3e22760e-ac07-4053-897b-3e422ab20f0a.png,blurred,"[0.8463907837867737, 0.15360914170742035]"
1cc8c9cc-7756-4ce8-8374-d7a1ab727d21.png,blurred,"[0.7543947100639343, 0.24560534954071045]"
774f5b7b-601c-415d-867d-231ab6128c20.png,blurred,"[0.8265824913978577, 0.17341749370098114]"
661c34ef-c32c-4786-9e96-12d63ea428a3.png,blurred,"[0.9776060581207275, 0.022393925115466118]"
06f925d8-693a-4fa6-ada5-b11b10384fc3.png,blurred,"[0.5842959880828857, 0.41570404171943665]"
c7111c2e-c12d-49be-9b93-780360fb695a.png,blurred,"[0.9679886698722839, 0.03201133385300636]"
0464f04c-849a-4608-be1a-f1fc06aa4bb7.png,sharp,"[0.0289856418967247, 0.9710143804550171]"
72d9b344-6e13-45c9-8542-8d1e6d988615.png,blurred,"[0.8154357671737671, 0.18456420302391052]"
6e8cec29-a5ce-42f7-8959-f4faa31ebce0.png,sharp,"[0.42723554372787476, 0.5727644562721252]"
bb7c71fb-3a21-40ee-90d6-7d9f1130340e.png,sharp,"[0.19073443114757538, 0.8092655539512634]"
b9946fd8-3850-40e8-87bc-f99f64cf099d.png,blurred,"[0.9133422374725342, 0.08665781468153]"
e80348bc-fe91-4aab-b925-ccc4b02ec898.png,sharp,"[0.09314830601215363, 0.9068517088890076]"
d90b86e5-5def-4b8b-bf31-9cb11f7e9718.png,blurred,"[0.981554388999939, 0.018445629626512527]"
c3de79c3-6382-42a2-8277-bb2fcaa7f590.png,sharp,"[0.031182801350951195, 0.9688171744346619]"
151bd83c-f1e5-4b72-a803-1b66cffb797e.png,sharp,"[0.164029061794281, 0.835970938205719]"
fe2dfe7f-a817-4cce-a35f-2e1d49578dfa.png,sharp,"[0.145587757229805, 0.8544121980667114]"
c65d5270-5e0c-49d8-917b-070516c3b6da.png,sharp,"[0.4529241919517517, 0.5470758080482483]"
e6f25e6b-5432-40cb-9aea-80a1d94bcbae.png,blurred,"[0.8439205288887024, 0.1560794711112976]"
70075b18-c474-4e18-a526-a804616b746c.png,sharp,"[0.00019884668290615082, 0.9998012185096741]"
89f4a8c7-f89a-45d1-9199-6f124bb0922b.png,blurred,"[0.9743233323097229, 0.025676747784018517]"
0b4e97f9-ad9a-49c0-9e1e-e122671388ce.png,blurred,"[0.9548534154891968, 0.04514653608202934]"
a0f80eff-843a-4ae3-beea-336cfec4ba8f.png,blurred,"[0.862202525138855, 0.13779744505882263]"
49716df8-8fc8-4f5a-9a86-82454f83f41b.png,blurred,"[0.9932072758674622, 0.006792742758989334]"
6da68352-186f-4367-b507-da0f70f14efd.png,blurred,"[0.7646031975746155, 0.23539678752422333]"
3e552f5e-d3ae-4beb-91cb-cf1c5ad5a273.png,sharp,"[0.014618822373449802, 0.9853811860084534]"
c565e366-50d6-42aa-86a6-c5e0c7e999a7.png,sharp,"[0.07962298393249512, 0.9203770160675049]"
107ab60d-cc30-47ff-a98a-18495a59e2c4.png,sharp,"[0.01619493030011654, 0.9838051199913025]"
65af757a-ead2-4d50-8306-1a10150331d2.png,blurred,"[0.999535322189331, 0.00046466063940897584]"
14e2f6e1-fd5a-4f9e-b604-cc512113747c.png,sharp,"[0.13591928780078888, 0.8640807271003723]"
c33cec04-00a1-43c6-87ba-3c96b4217cb9.png,blurred,"[0.9990069270133972, 0.000993071822449565]"
c8aa3633-98d8-4cf9-b3ff-7985715b7d7f.png,sharp,"[0.36741241812705994, 0.6325875520706177]"
0d02442e-0247-41af-8e5e-48e8a7c77593.png,sharp,"[0.17265360057353973, 0.8273463845252991]"
f07f16f5-df99-4739-9c14-b96cb3945545.png,blurred,"[0.9999773502349854, 2.2688598619424738e-05]"
300c3d8d-91ac-4b66-918c-6da6c4143848.png,sharp,"[0.359164297580719, 0.6408356428146362]"
d25b81b5-df60-43e1-a764-339e19fdd544.png,sharp,"[0.04031742364168167, 0.9596825242042542]"
545ca22e-372a-4d3c-beb3-4ab091187287.png,blurred,"[0.9356956481933594, 0.06430432200431824]"
0393e054-e6ef-4ff8-8be5-f198ae4cfb12.png,sharp,"[0.042203936725854874, 0.9577960968017578]"
bffd18b3-f449-457b-90ff-33aa239ace3d.png,sharp,"[0.043483100831508636, 0.9565168619155884]"
8b28101c-b420-45c1-90a6-f1a4edf932d8.png,sharp,"[0.04620988294482231, 0.9537901282310486]"
266e2a56-c235-4939-8903-abbc0de819ed.png,blurred,"[0.8156619071960449, 0.18433809280395508]"
b1b78c10-e7ae-4a57-b08d-0ffcba8b85d8.png,sharp,"[0.026275308802723885, 0.9737246632575989]"
c68be03e-1bd2-490a-9c34-0f0bf1eac1df.png,sharp,"[0.2574640214443207, 0.7425360083580017]"
8ecc0158-59f6-4110-9afa-277a9ef8e67f.png,blurred,"[0.5062471032142639, 0.49375292658805847]"
fa385bcd-b2db-4a75-b925-f84b4b1f576f.png,sharp,"[0.16692402958869934, 0.8330759406089783]"
340ce54f-0fa9-40ef-9d69-9005c83ed540.png,sharp,"[0.0007332782843150198, 0.9992666840553284]"
64e3b54c-2625-4f35-8a05-7634eb2a013e.png,blurred,"[0.9996989965438843, 0.0003010425716638565]"
13575ebf-d44d-4f4a-a181-c1dd4c33804b.png,blurred,"[0.9929418563842773, 0.007058178540319204]"
516bbac4-456c-49f5-b2db-decd18d55f24.png,sharp,"[0.17202885448932648, 0.8279711604118347]"
e3177729-b458-4389-8650-0a74040f071e.png,sharp,"[0.0027532405219972134, 0.9972467422485352]"
aeafb04c-f972-48a7-930b-00ce688ddb7d.png,sharp,"[0.25333118438720703, 0.7466688752174377]"
3156ce3b-3d97-4a44-b283-032063efb840.png,sharp,"[0.1716858446598053, 0.8283141851425171]"
f4491262-8e78-4229-95c5-c6fe7080c0f6.png,sharp,"[0.0010495925089344382, 0.9989504218101501]"
3c78dbe7-71ba-459b-b71d-dd227126c209.png,sharp,"[0.001938322326168418, 0.9980617165565491]"
8580565b-1d57-453a-b849-29a235b39c37.png,sharp,"[0.007670856546610594, 0.9923291802406311]"
55cd8a71-1574-4729-b92a-0d9b334de922.png,blurred,"[0.8742668628692627, 0.12573309242725372]"
a2d459bf-2fac-4869-875f-3f0f6ed5e16d.png,blurred,"[0.9670944213867188, 0.03290558233857155]"
cd71830c-786c-4c17-8383-6bf689255d08.png,sharp,"[0.0003155737940687686, 0.9996844530105591]"
8c8b3fc5-d0db-4b84-a001-8a0ae5890760.png,blurred,"[0.9982446432113647, 0.0017553846118971705]"
39e08a09-1ac4-4a03-a425-bd519e87fe8a.png,blurred,"[0.7937014102935791, 0.20629863440990448]"
ced2c59f-361d-4233-8486-01cb46194f98.png,sharp,"[0.08404797315597534, 0.9159519672393799]"
af5ff012-38e0-40e5-b864-7cb2998e337a.png,sharp,"[0.07782455533742905, 0.9221754670143127]"
8bb5f4bd-edb3-4875-aa30-b8a5cd9aa739.png,blurred,"[0.9190871715545654, 0.08091285824775696]"
f0704c6a-a58b-4864-982d-d6f002d32097.png,sharp,"[0.04027564823627472, 0.9597243666648865]"
9c8df11e-2320-4155-9b6c-c4f30ec070e2.png,sharp,"[0.0018518224824219942, 0.9981482028961182]"
9f3a907b-3bff-40d4-849f-d6a431c9e3e8.png,sharp,"[0.0006260823574848473, 0.9993739724159241]"
d965208c-53ec-490e-b653-49b452f06272.png,sharp,"[0.06686080992221832, 0.9331392049789429]"
268a6fda-98e4-4087-88af-345d0c227b82.png,sharp,"[0.022534407675266266, 0.9774656295776367]"
ec415140-fb75-4200-b2b4-c90201020699.png,sharp,"[0.34807607531547546, 0.6519239544868469]"
41bd999b-d50f-4fc9-b8a1-b24d64e9067a.png,blurred,"[0.6167262196540833, 0.3832736909389496]"
42884c1e-0a0b-4844-979a-84714214d067.png,sharp,"[0.1396055519580841, 0.8603944182395935]"
0828041f-acf1-4d1f-88a3-1f53152538a9.png,sharp,"[0.0006040978478267789, 0.9993958473205566]"
ac587bfd-5f06-432a-bd24-44b8bf7986ab.png,sharp,"[0.4445206820964813, 0.5554792881011963]"
d438ed02-5367-43a9-b314-944fab3d09cc.png,sharp,"[0.07264463603496552, 0.9273553490638733]"
e1342d55-2b13-4b58-8e46-d4301969e877.png,blurred,"[0.7768533229827881, 0.2231467217206955]"
0b9141b0-5963-4056-8c9e-b5327293e227.png,sharp,"[0.26059845089912415, 0.7394015192985535]"
b0845825-414c-48e3-90a3-4ae289277442.png,sharp,"[0.40224316716194153, 0.5977568030357361]"
4794000a-e39d-4a64-8d94-791524cbf9be.png,sharp,"[0.3507934808731079, 0.6492065191268921]"
1a326395-0d7b-42c0-b575-41e31a45e713.png,sharp,"[0.22913368046283722, 0.7708663940429688]"
d4aa1a15-ed8d-4563-8369-6cb8f9153a1a.png,sharp,"[0.04263550415635109, 0.957364559173584]"
9a9271cc-da5a-4f49-90f9-1594c6c294bd.png,blurred,"[0.6353505849838257, 0.3646494150161743]"
16baf594-5834-4295-a173-bdc938a755a0.png,sharp,"[0.07991782575845718, 0.920082151889801]"
87721695-2939-4261-96b3-3211258d173c.png,sharp,"[0.40772518515586853, 0.5922748446464539]"
73987bcc-c33e-4761-906d-6d9697cf9420.png,blurred,"[0.971772313117981, 0.028227657079696655]"
926c751f-e47b-48bf-a34b-bd071f1cbea3.png,sharp,"[0.48502710461616516, 0.5149728655815125]"
03594454-6b33-4958-b808-8dfdd7968461.png,sharp,"[0.003065109485760331, 0.9969348907470703]"
6cedd766-6232-48bb-b102-bf9f5be47056.png,sharp,"[0.004491351079195738, 0.9955086708068848]"
5c7d2d5a-1542-42fd-aece-15cce0c46320.png,blurred,"[0.6661902070045471, 0.3338097631931305]"
93560f6e-7538-4a26-b9ec-17c8d6f69fbc.png,sharp,"[0.0705551728606224, 0.9294448494911194]"
a0ba54aa-39b3-4be4-8ff9-1147b4060624.png,sharp,"[0.0845729187130928, 0.9154271483421326]"
d7d3e063-2fb8-4dd2-a5cd-8c8e1fbef7d1.png,blurred,"[0.9994379878044128, 0.0005619693547487259]"
382dbff7-cb3e-4f25-ae63-3f8fec371732.png,blurred,"[0.8595072627067566, 0.1404927372932434]"
3feb9b36-aed4-4411-907d-e6b6f02bfd58.png,sharp,"[0.055629707872867584, 0.9443702697753906]"
569bd8bb-7a69-4166-8067-aeae82d6769a.png,blurred,"[0.9933566451072693, 0.0066433739848434925]"
ba8eb319-9bca-4068-a714-63c7e1f9d16b.png,sharp,"[0.24356840550899506, 0.756431519985199]"
49a77f0d-3b88-4ee3-b4b4-78775463cc0e.png,sharp,"[0.0030487840995192528, 0.9969512224197388]"
fa7e8f59-4585-4a6c-b9ec-59e929a7eb6e.png,blurred,"[0.9966323971748352, 0.0033676379825919867]"
07f1c756-23ec-4bb0-a269-6c5bfa2c4a8a.png,blurred,"[0.678770899772644, 0.32122907042503357]"
9a3b87d0-f618-44be-b994-1bafbeb0027a.png,sharp,"[0.013003169558942318, 0.9869967699050903]"
ff0a4925-5724-4e35-b73d-0fdcc4bfcec7.png,blurred,"[0.9900302886962891, 0.009969634003937244]"
b9ff62ad-80c1-414f-a7a8-b78983cad5d8.png,sharp,"[0.004634737502783537, 0.9953652620315552]"
81d3ec88-acd2-49c9-a02f-c136a65913dd.png,blurred,"[0.9423434734344482, 0.05765645578503609]"
4fa62cd7-4795-4a7c-ac99-46ac956a11e2.png,sharp,"[0.13860979676246643, 0.8613901734352112]"
703b6efd-e64c-4e13-b5cc-ae9e18022752.png,sharp,"[0.013849389739334583, 0.9861505627632141]"
049113cd-fe67-4b15-93fe-7d44ca72a22a.png,blurred,"[0.592755138874054, 0.40724480152130127]"
5e00bcdd-dd8b-4ead-990d-a4f4d4692583.png,blurred,"[0.6821271777153015, 0.3178727924823761]"
68575248-6852-471a-a07c-53ba82c4893a.png,blurred,"[0.7147442102432251, 0.2852558493614197]"
8bb6c8f4-24ef-4f54-b2f2-e190dbea6b36.png,blurred,"[0.8394694328308105, 0.16053058207035065]"
fe0e8a0b-64e0-4671-bc42-3d72944c04cc.png,sharp,"[0.12879742681980133, 0.8712026476860046]"
a466cf45-4692-4f17-b18b-4a5c6193f5d8.png,sharp,"[0.005595701280981302, 0.9944043159484863]"
b4e94ec0-30b9-4a95-995e-79b3615c559d.png,sharp,"[0.08039824664592743, 0.9196017384529114]"
c92d54a9-1a06-4093-b860-52840b85566c.png,sharp,"[0.47295740246772766, 0.52704256772995]"
4d423e93-5439-4344-9d3b-f6d89c567e56.png,blurred,"[0.844816267490387, 0.15518374741077423]"
7c98585f-3590-4334-a029-911fee49df88.png,blurred,"[0.7095654606819153, 0.29043447971343994]"
dfe10efe-7948-4881-b661-992217c76852.png,sharp,"[0.4965628385543823, 0.5034371614456177]"
a24a3784-65c2-4b6d-b1fd-1c63a2b5da12.png,blurred,"[0.7696834206581116, 0.23031659424304962]"
10183967-e2b6-4247-9268-4f9f063628dc.png,sharp,"[0.014962623827159405, 0.9850373864173889]"
b0a69df4-bfa9-4080-98bf-094cca3668a8.png,sharp,"[0.00898383092135191, 0.991016149520874]"
d722122f-a09c-48b7-98f9-11096e4a653f.png,blurred,"[0.9997568726539612, 0.00024312596360687166]"
3765680e-32ff-4e6d-afdd-0c14e8565eaf.png,sharp,"[0.13883976638317108, 0.8611602187156677]"
05e9ef98-4700-4089-8480-218af2ce7eea.png,blurred,"[0.9999493360519409, 5.070516999694519e-05]"
8b1fa303-ccd0-4642-bf02-db979d6e6745.png,sharp,"[0.49586960673332214, 0.5041303634643555]"
043a68e9-4bb6-43be-8ff5-b0b040d989dc.png,blurred,"[0.9858106374740601, 0.014189337380230427]"
dec09ecd-1785-41b0-9ba2-135402b25deb.png,sharp,"[0.017245475202798843, 0.9827545285224915]"
84e5046e-ad7c-4f51-8d7b-0658d7993950.png,blurred,"[0.997943103313446, 0.002056920202448964]"
2add940b-2713-47d9-bf56-35ce4645edd9.png,sharp,"[0.15727785229682922, 0.8427221775054932]"
fdb730d7-6f8c-499e-906f-15a67b4981a9.png,sharp,"[5.862383432031493e-07, 0.9999994039535522]"
a2dca43d-e995-4aa6-91bb-edb679d9a545.png,sharp,"[0.002746504731476307, 0.9972534775733948]"
f5f3499f-517c-4b45-ba2e-8b5a7741cba3.png,sharp,"[0.14959891140460968, 0.8504011034965515]"
7d8673f9-73fe-47d3-bf02-c01014e53e38.png,sharp,"[0.40741920471191406, 0.5925807952880859]"
17a66019-55fa-493e-b612-2e98c49e7cc8.png,blurred,"[0.9869935512542725, 0.01300650741904974]"
babe619d-99b6-47c1-b9af-816f0d466a27.png,sharp,"[0.011178694665431976, 0.988821268081665]"
8e343405-a9fe-46df-a5d4-497c3ce7922f.png,blurred,"[0.7498654127120972, 0.25013458728790283]"
ef4b371a-650a-46bb-ae94-acf74e0a11b5.png,sharp,"[0.0014183552702888846, 0.9985816478729248]"
afc12930-0064-46a8-9513-6b244deae414.png,sharp,"[0.0009951627580448985, 0.9990049004554749]"
3380002d-c9be-48dc-a2b2-988533b1fd51.png,blurred,"[0.9999617338180542, 3.824993473244831e-05]"
5182e1b9-86b0-45b8-ac75-3519e4e744d3.png,sharp,"[0.03175392374396324, 0.9682460427284241]"
f2e0f492-ae42-4958-b603-8d95ea2fd17f.png,blurred,"[0.9995997548103333, 0.00040023564361035824]"
b0f98e4a-ba16-4c2a-a4ca-c11f0ed8d6ec.png,blurred,"[0.6123632788658142, 0.3876367211341858]"
f5140f91-c79a-4523-a2d3-324fa9ac065a.png,sharp,"[0.24978460371494293, 0.7502153515815735]"
d61eefd3-c2a9-4291-b77a-05b532a0546c.png,sharp,"[6.789897452108562e-05, 0.999932050704956]"
e164edad-0b6d-4cef-8202-64a7b159f883.png,sharp,"[0.043163884431123734, 0.9568361043930054]"
5565ea06-f012-43dd-afb3-46ad3f4a781c.png,sharp,"[3.074989945162088e-05, 0.9999692440032959]"
e1f4ad84-eb19-4fcc-a993-cc315205faf1.png,blurred,"[0.9422573447227478, 0.057742636650800705]"
89727d69-16da-451b-91bf-eac0b17372c8.png,blurred,"[0.6788174510002136, 0.3211825489997864]"
ed8a1a53-e2a7-4a05-a179-7e8ec2a6d899.png,blurred,"[0.5152587890625, 0.4847412407398224]"
0c10299b-4fb2-46fb-958d-07d4d6798a3e.png,blurred,"[0.9538594484329224, 0.046140629798173904]"
06d735b2-93ff-4c10-8189-904575c25a9c.png,sharp,"[0.0012325735297054052, 0.9987674951553345]"
fbef5871-50c2-44a1-bcd3-da94b9c7a2b4.png,sharp,"[0.015409344807267189, 0.9845906496047974]"
c425d21d-c99a-41ab-8857-a1fa39c8a9dd.png,sharp,"[0.04879701882600784, 0.9512029886245728]"
574532c1-2342-4e03-83a2-67752d8b4e6d.png,sharp,"[0.18541942536830902, 0.8145806193351746]"
3fe5657c-b0d0-4a9a-a52b-3196e562e524.png,blurred,"[0.9710299372673035, 0.02897012047469616]"
29919e4d-fc5c-4800-b6bd-bf78e4208d65.png,blurred,"[0.9935107827186584, 0.0064892033115029335]"
3ba80269-3476-4a69-afe2-2a677dfdcaa8.png,sharp,"[0.05538656562566757, 0.9446133971214294]"
024f1352-21eb-468a-a4b4-f752b04385e6.png,blurred,"[0.9844814538955688, 0.015518487431108952]"
d2186e4a-a8e3-493c-b795-ba98be5bb06f.png,sharp,"[0.04566095024347305, 0.9543390870094299]"
ef20eae3-d18c-492a-85ce-9f2f9302e0b8.png,blurred,"[0.9964393973350525, 0.003560599870979786]"
5ada7ded-4a05-415c-af46-02c70e5e2200.png,sharp,"[0.13574740290641785, 0.8642526268959045]"
9f072b42-51ce-4df4-94cd-572ab660fe89.png,sharp,"[0.0008480139658786356, 0.9991519451141357]"
be9ccd7b-6f89-4387-8615-9e0ccdd685e9.png,blurred,"[0.8889033794403076, 0.11109655350446701]"
9f266a25-dca4-4137-8183-f8cc536388a4.png,sharp,"[0.0009938627481460571, 0.9990062117576599]"
37539c17-4065-4473-afeb-4021a1a992cf.png,sharp,"[0.10561463981866837, 0.8943853378295898]"
2a1ae2d6-4ab8-48bf-8879-6f711a108bc9.png,sharp,"[0.018741121515631676, 0.9812588095664978]"
aa659a15-f66e-451d-8b26-38b68a18433e.png,blurred,"[0.9996848106384277, 0.000315227109240368]"
305dbb06-d04b-4561-88a8-7ec0f3e1af46.png,blurred,"[0.8931461572647095, 0.1068539097905159]"
36287629-aedb-4760-98ea-587194e7b74d.png,blurred,"[0.9092373251914978, 0.09076271206140518]"
e3e950b1-8686-43cc-b817-85b2557bf163.png,sharp,"[0.014830715022981167, 0.9851692914962769]"
d764523d-14ab-4995-b48d-f445448b9740.png,sharp,"[0.4788067042827606, 0.521193265914917]"
15e92ff6-622d-47ed-abe1-e57d967be762.png,blurred,"[0.7032033205032349, 0.2967967391014099]"
c8ebd5f2-31eb-4713-b477-05bb4bbcf352.png,sharp,"[0.0010596071369946003, 0.9989404082298279]"
c6e4ef96-6628-48c8-a8b5-82a85bf25261.png,sharp,"[0.0033977676648646593, 0.9966021776199341]"
26f53165-0654-46d0-aadb-0798783a8483.png,sharp,"[0.0012392676435410976, 0.9987607002258301]"
